评论,地区,日期,点赞,情绪
不！氛围感是帅哥自带的,广东,Tue Nov 15 00:01:20 +0800 2022,1,happiness
不浪费每一次妆发,广东,Tue Nov 15 00:00:17 +0800 2022,1,anger
啊啊啊啊啊啊老公，我刚刚结束网课，本来很累的，看到你有满血复活，还可以继续写作业,重庆,Mon Nov 14 23:58:34 +0800 2022,1,sadness
帅哥,吉林,Mon Nov 14 23:58:30 +0800 2022,1,like
最近忙工作，忙着赚💰生活,广东,Mon Nov 14 23:58:10 +0800 2022,1,happiness
阿程,江苏,Mon Nov 14 23:55:48 +0800 2022,1,surprise
晚安,浙江,Mon Nov 14 23:55:32 +0800 2022,1,happiness
是脸蛋给的！,广东,Mon Nov 14 23:50:50 +0800 2022,1,anger
宝贝,河南,Mon Nov 14 23:50:45 +0800 2022,1,like
哥哥怎么又帅了,江苏,Mon Nov 14 23:50:32 +0800 2022,1,surprise
宝宝多发图，我爱看！,北京,Mon Nov 14 23:50:20 +0800 2022,1,like
晚安宝贝,四川,Mon Nov 14 23:44:22 +0800 2022,1,happiness
破洞裤里穿秋裤了吗,黑龙江,Mon Nov 14 23:41:16 +0800 2022,1,sadness
哇哇哇大帅哥,四川,Mon Nov 14 23:41:09 +0800 2022,1,like
丁哥！,广东,Mon Nov 14 23:34:45 +0800 2022,1,like
老公是脸蛋天才吧,辽宁,Mon Nov 14 23:34:28 +0800 2022,1,anger
我怎么感觉氛围感是你自己给的,广东,Mon Nov 14 23:32:19 +0800 2022,1,sadness
么么么,安徽,Mon Nov 14 23:25:54 +0800 2022,1,disgust
是程宝自己给的,四川,Mon Nov 14 23:25:14 +0800 2022,1,anger
丁哥好帅,浙江,Mon Nov 14 23:18:41 +0800 2022,1,like
啊啊啊啊啊,福建,Mon Nov 14 23:18:40 +0800 2022,1,anger
暖暖的感觉,黑龙江,Mon Nov 14 23:14:08 +0800 2022,1,happiness
沙发还能塞下我,广东,Mon Nov 14 23:12:41 +0800 2022,1,sadness
练手中,广东,Mon Nov 14 23:12:07 +0800 2022,1,surprise
麻麻我一直盯着嘴唇,湖北,Mon Nov 14 23:11:46 +0800 2022,1,like
啊啊啊啊啊啊啊啊啊,陕西,Mon Nov 14 23:11:18 +0800 2022,1,anger
穿秋裤,河南,Mon Nov 14 23:11:12 +0800 2022,1,happiness
好帅呀宝贝,江西,Mon Nov 14 23:10:46 +0800 2022,1,like
我的鑫鑫宝贝,广东,Mon Nov 14 23:10:22 +0800 2022,1,like
这么帅的阿程可以当我对象吗,海南,Mon Nov 14 23:07:03 +0800 2022,1,surprise
还有你！,北京,Mon Nov 14 23:03:40 +0800 2022,1,anger
宝宝是不是染发了！,福建,Mon Nov 14 23:03:08 +0800 2022,1,anger
要不你挪挪位儿 我去你旁边坐一下 不然我不承认沙发有氛围感,湖北,Mon Nov 14 23:01:19 +0800 2022,1,happiness
是你给的,广东,Mon Nov 14 22:57:24 +0800 2022,1,anger
宝宝,广东,Mon Nov 14 22:57:13 +0800 2022,1,surprise
是你的给的,辽宁,Mon Nov 14 22:53:37 +0800 2022,1,anger
宝帅帅,山西,Mon Nov 14 22:51:01 +0800 2022,1,like
宝贝好好看,辽宁,Mon Nov 14 22:50:55 +0800 2022,1,like
鑫鑫宝贝好呀！很开心看见你的纪录片！我们都在自己的领域好好努力！听见你说“别人不喜欢就不喜欢吧。”这句话的时候，我想和我的小朋友说，你永远是我最爱的小朋友，我们不会在意别人的眼光，大步向前吧,浙江,Mon Nov 14 22:50:45 +0800 2022,1,happiness
宝贝,广西,Mon Nov 14 22:50:37 +0800 2022,1,like
哥，就想问一句你冷不冷，穿厚一点呀，这是冬天呀，不希望你生病,新疆,Mon Nov 14 22:49:00 +0800 2022,1,sadness
丁宝,天津,Mon Nov 14 22:48:35 +0800 2022,1,like
老公,贵州,Mon Nov 14 22:45:57 +0800 2022,1,anger
你的帅是客观存在的🤩,湖南,Mon Nov 14 22:43:30 +0800 2022,1,like
帅帅哒,河北,Mon Nov 14 22:41:56 +0800 2022,1,like
丁程鑫你帅到我了,四川,Mon Nov 14 22:41:45 +0800 2022,1,like
哎哟妹崽怎么还穿破洞裤呀，好漂亮哟崽崽,重庆,Mon Nov 14 22:40:29 +0800 2022,1,happiness
鑫鑫,甘肃,Mon Nov 14 22:39:50 +0800 2022,1,disgust
啊啊啊啊啊啊宝贝,福建,Mon Nov 14 22:39:43 +0800 2022,1,like
老公,江西,Mon Nov 14 22:38:13 +0800 2022,1,anger
主要还是我们丁宝帅气,湖南,Mon Nov 14 22:38:08 +0800 2022,1,like
还穿破洞裤?天气不冷吗（但还是好帅!!!!,福建,Mon Nov 14 22:38:06 +0800 2022,1,sadness
帅气宝宝,江苏,Mon Nov 14 22:37:26 +0800 2022,1,like
宝贝晚上好啊！,山东,Mon Nov 14 22:33:23 +0800 2022,1,happiness
氛围感是与生俱来的！！！,江苏,Mon Nov 14 22:32:08 +0800 2022,1,happiness
哇哇哇哇哇哇哇哇哇哇哇,天津,Mon Nov 14 22:29:54 +0800 2022,1,happiness
你长得就有氛围感 沙发只是辅助作用,山东,Mon Nov 14 22:29:21 +0800 2022,1,disgust
晚上好,北京,Mon Nov 14 22:28:05 +0800 2022,2,happiness
晚安丁哥,内蒙古,Mon Nov 14 22:28:00 +0800 2022,2,happiness
晚上好  丁哥,河北,Mon Nov 14 22:27:50 +0800 2022,2,happiness
‎眼里是你，心里也是你，后来我的眼里就有了星星⭐⭐⭐⭐,广西,Mon Nov 14 22:27:47 +0800 2022,2,like
当我看向银河，我能想到最浪漫的就是：在千万年前，我们每个人都是星尘。,广西,Mon Nov 14 22:27:37 +0800 2022,2,like
老公酱，出来杰芬,福建,Mon Nov 14 22:27:25 +0800 2022,2,happiness
You are my today and all of my tomorrows 你是我的今天，和所有明天,广西,Mon Nov 14 22:27:25 +0800 2022,2,anger
想把每日的温柔和月亮换成一束光 ，最后将它们化作星河湾万顷赠予你。,广西,Mon Nov 14 22:27:19 +0800 2022,2,like
夜色难免黑凉，前行必有曙光。,广西,Mon Nov 14 22:27:08 +0800 2022,2,disgust
老公,四川,Mon Nov 14 22:26:59 +0800 2022,2,anger
宝贝太帅了,广东,Mon Nov 14 22:26:56 +0800 2022,1,like
丁哥宝贝太帅了，多穿点衣服宝贝,江苏,Mon Nov 14 22:26:19 +0800 2022,1,like
好绝啊啊啊啊啊啊啊啊啊啊啊,浙江,Mon Nov 14 22:25:53 +0800 2022,1,like
想你了宝贝,山东,Mon Nov 14 22:25:51 +0800 2022,1,like
你已被我看中📢速速放下羞涩与我恋爱📢你已被我看中📢速速放下羞涩与我恋爱📢你已被我看中📢速速放下羞涩与我恋爱📢你已被我看中📢速速放下羞涩与我恋爱📢你已被我看中📢速速放下羞涩与我恋爱📢你已被我看中📢速速放下羞涩与我恋爱📢你已被我看中📢速速放下羞涩与我恋爱📢,北京,Mon Nov 14 22:25:45 +0800 2022,1,happiness
卧槽啊卧槽啊好帅好漂亮！！！,浙江,Mon Nov 14 22:25:36 +0800 2022,1,like
我们在哪里开始，旧事让我们又离得那么近，我至今不敢相信的，一切都像梦.ls it trueyou give me all.宛若秋日的蝴蝶，煽动翅膀引起我内心的海啸与喧嚣.,广东,Mon Nov 14 22:25:26 +0800 2022,1,sadness
帅啊帅啊！,河北,Mon Nov 14 22:25:02 +0800 2022,1,like
啊啊啊啊同款白马甲,山东,Mon Nov 14 22:24:11 +0800 2022,1,surprise
宝宝,河北,Mon Nov 14 22:23:53 +0800 2022,1,surprise
晚安丁哥,内蒙古,Mon Nov 14 22:21:32 +0800 2022,1,happiness
帅啊帅啊帅啊，这张脸就足够啦,江西,Mon Nov 14 22:21:20 +0800 2022,1,like
有没有可能你自身就带有氛围感呢,浙江,Mon Nov 14 22:21:15 +0800 2022,1,disgust
冬天还穿破洞,湖南,Mon Nov 14 22:20:58 +0800 2022,1,sadness
你说你说你怎么那么好看,河南,Mon Nov 14 22:18:59 +0800 2022,1,disgust
丁丁哥哥，腿不冷嘛，老实的麻溜的去换了，穿好秋裤，臭小子什么天气了，还穿破洞裤，感冒了我可不会让你回家的,四川,Mon Nov 14 22:18:30 +0800 2022,1,disgust
那么冷的天你还穿破洞裤！快把秋裤穿上,江苏,Mon Nov 14 22:17:18 +0800 2022,1,sadness
是你的脸蛋给的！,江西,Mon Nov 14 21:23:56 +0800 2022,11258,anger
哇哇哇大帅哥出现了啊✨不知道宝贝今天带来的是什么呀🤩最近真的好想好想你🥳好想和你见上一面😫每次想你的时候就会听你分享的歌曲给你写信🍊在忙碌的生活里想你这件事也成了甜头👻希望宝贝天天开心🦊我最最最爱你啦,浙江,Mon Nov 14 21:23:31 +0800 2022,5062,happiness
如果幻想能被孤独原谅，那一定就是你温柔的目光👀好喜欢程程bling✨bling的大眼睛，与人对视一定能把人迷的神魂颠倒！,江苏,Mon Nov 14 21:23:33 +0800 2022,4395,like
我224岁的时候接受记者的采访：“请问你长寿的秘诀是什么？”我掏出包里丁程鑫的照片颤颤巍巍地说：这辈子不和他在一起我是不会闭眼的。,北京,Mon Nov 14 21:24:09 +0800 2022,4265,anger
耶程程来啦~程程最近有听歌吗,江苏,Mon Nov 14 21:23:41 +0800 2022,3739,disgust
看到了夜归人的花絮，你说你喜欢表演，拓宽了生命力，经历各种各样的人生， 青春关键词你选择了热爱，每一次的热爱都成为前进的动力，继续向前走吧 你不是平凡的少年,山东,Mon Nov 14 21:24:03 +0800 2022,3562,like
哇哇哇是哪位宝贝又出现啦🤩原来是我的程程宝贝🥳宝贝最近在忙什么呀✨我最近一直在单曲循环鑫世界里的那首粤语歌👻脑海里会自动放映你的每一张照片🫣有的时候甚至还会听哭😫真的太有感觉啦宝贝🌱希望宝贝天天开心🦊我最最爱你啦,浙江,Mon Nov 14 21:23:42 +0800 2022,3256,like
程程晚上好，最近我的生活过的很充实，白天去上班，近期也比较忙，有时候会忙到忘记停下来喝杯水，晚上下班回到家就刷刷微博看看你，然后刷题备考，这样感觉每天都过得很快呢。,广东,Mon Nov 14 21:24:02 +0800 2022,2799,happiness
老公啊啊啊啊啊老公啊啊啊啊啊老公,山东,Mon Nov 14 21:24:02 +0800 2022,2711,anger
宝宝,福建,Mon Nov 14 21:24:13 +0800 2022,2325,surprise
我坐旁边儿体验一下呗,北京,Mon Nov 14 21:24:37 +0800 2022,2241,fear
丁丁哥哥,黑龙江,Mon Nov 14 21:23:44 +0800 2022,1683,like
终于等到丁程鑫宝贝的帅照啦😭😭丁程鑫的帅直击我心巴🤩🤩宝贝照顾好自己，天气多变注意增减衣物，做好防护🥰🥰宝贝是不是可以考虑更新下鑫世界啦😉😉爱你呀程程宝贝🤗🤗,河南,Mon Nov 14 21:26:13 +0800 2022,1635,like
怎么这么帅！！！！（怒吼）（变成猴子）（飞进原始森林）（荡树藤）（创飞路过吃香蕉的猴子）（荡树藤）（摘一个榴莲）（砸死猴王）（称霸猴群）（掌握热武器技术）（入侵人类）（称霸天下）（掌握空间折跃技术）（离开太阳系）,湖南,Mon Nov 14 21:23:32 +0800 2022,1554,surprise
丁宝，下辈子我一定要做个种地的，这样下雨了我就只会想到庄稼，不会想着你，你问我种什么地，种我对你的死心塌地😍,浙江,Mon Nov 14 21:25:55 +0800 2022,1519,fear
丁程鑫你好帅，帅的我哭天喊地😭😭🤩🤩宝贝开学照顾好自己，天气多变注意增减衣物，做好防护🥰🥰宝贝是不是可以考虑更新下鑫世界啦😉😉爱你呀程程宝贝😚😚,河南,Mon Nov 14 21:25:52 +0800 2022,1330,happiness
终于等到丁程鑫宝贝的帅照啦😭😭丁程鑫的帅直击我心巴🤩🤩宝贝开学照顾好自己，天气多变注意增减衣物，做好防护🥰🥰宝贝是不是可以考虑更新下鑫世界啦😉😉爱你呀程程宝贝🤗🤗,河南,Mon Nov 14 21:26:01 +0800 2022,1267,like
宝宝！好想你呀 新歌唱的很好听呢,广东,Mon Nov 14 21:24:12 +0800 2022,1134,like
丁丁晚上好！,浙江,Mon Nov 14 21:26:12 +0800 2022,1063,happiness
宝宝,广东,Mon Nov 14 21:23:31 +0800 2022,927,surprise
氛围感明明是哥哥自带的啊啊啊啊啊啊啊啊啊,山东,Mon Nov 14 21:23:56 +0800 2022,921,sadness
我的小朋友程程，哈喽嘻嘻嘻😘看见你我的心情一天都美美哒🥰，照顾好自己不要太累了，多吃蔬菜🥬水果，补充维生素多喝水，不知道你那边是入秋了嘛，注意保暖🥳，程程的歌单真的好好听记得多多分享😍,吉林,Mon Nov 14 21:26:20 +0800 2022,902,happiness
好心情是你给的！！！,浙江,Mon Nov 14 21:26:34 +0800 2022,913,sadness
宝宝唱歌好好听,黑龙江,Mon Nov 14 21:24:11 +0800 2022,897,happiness
乖乖，耶耶耶看见你开心🥳你的唱歌真的很棒，一定要自信多多唱给我们听🥰每次都期待到流口水🤤，编的舞也是让我欲罢不能🥵，每次无法自拔，一定要照顾好自己啊，让我们在最美好的时刻相遇😍,吉林,Mon Nov 14 21:26:31 +0800 2022,840,happiness
宝贝晚上好,湖南,Mon Nov 14 21:23:40 +0800 2022,717,like
氛围感是你这张脸蛋给的,江西,Mon Nov 14 21:24:43 +0800 2022,446,disgust
芥末帅,山东,Mon Nov 14 21:23:34 +0800 2022,427,like
晚上好宝贝,新疆,Mon Nov 14 21:24:12 +0800 2022,354,like
宝贝好帅啊,新加坡,Mon Nov 14 21:24:11 +0800 2022,314,like
丁程鑫你好帅，帅的我哭天喊地😭😭🤩🤩宝贝开学照顾好自己，天气多变注意增减衣物，做好防护🥰🥰宝贝是不是可以考虑更新下鑫世界啦😉😉爱你呀程程宝贝😚😚,河南,Mon Nov 14 21:25:45 +0800 2022,304,happiness
天哪帅气宝宝！氛围感是你自带的呀。宝宝，给你好多爱，好多鲜花💛💛💛💛💛🌸🌸🌸🌸🌸,江苏,Mon Nov 14 21:24:50 +0800 2022,279,happiness
稳扎稳打，走向更好的自己，去往你理想中的第十层台阶，以前你说站在第四层了，现在经过了快一年的时间，相信有了更多的成果啦，一起去见证，我们将在台下点灯,山东,Mon Nov 14 21:24:16 +0800 2022,286,sadness
想你宝宝,黑龙江,Mon Nov 14 21:23:57 +0800 2022,271,anger
啊啊啊啊啊啊宝宝！晚上好！好帅！氛围感是你的帅气给的,上海,Mon Nov 14 21:26:47 +0800 2022,227,like
我好想你啊大帅哥丁程鑫😘😘宝贝现在真的太瘦啦好心疼啊😭😭多吃饭多吃肉也要多吃蔬菜哦😘😘想你想你想你想你想你爱你爱你爱你爱你爱你爱你爱你爱你爱你啊宝贝🥰🥰,河南,Mon Nov 14 21:25:20 +0800 2022,206,like
丁程鑫你好帅，帅的我哭天喊地😭😭🤩🤩宝贝开学照顾好自己，天气多变注意增减衣物，做好防护🥰🥰宝贝是不是可以考虑更新下鑫世界啦😉😉爱你呀程程宝贝😚😚,河南,Mon Nov 14 21:25:40 +0800 2022,152,happiness
程程大帅哥，哈喽又见面啦🥳最近有没有照顾好自己啊🥰为你花开满地，为你星河滚烫，最近使用了你分享的防晒妙招，我白了几个度🥳你的舞台永远那么让人惊艳😘，天生舞台王者，我要多夸夸你，你值得夸上天的彩虹屁😍,吉林,Mon Nov 14 21:26:06 +0800 2022,151,happiness
大帅哥丁程鑫，我爱你呀么么哒😘😘丁程鑫你怎么可以这样😭😭你怎么可以这么帅😭😭宝贝天天开心，照顾好自己呀🥰🥰多吃饭多吃肉也要多吃青菜哇🥳🥳爱你啊宝贝,河南,Mon Nov 14 21:25:32 +0800 2022,142,like
宝宝想你啦,美国,Mon Nov 14 21:24:12 +0800 2022,133,sadness
帅帅帅帅帅[干饭人][干饭人],广东,Mon Nov 14 21:23:57 +0800 2022,111,like
看了程程的纪录片，真的感觉你一路走来真的不容易，付出了多少别人不知道的努力，看到你说突然有一天有很多陌生人支持你，我就绷不住哭了，我没想到，作为陌生人的我，对你的支持在你看来是那么那么的重要，我想会一直一直一直在背后支持你的!,广东,Mon Nov 14 21:24:35 +0800 2022,110,disgust
乖乖，耶耶耶看见你开心🥳你的唱歌真的很棒，一定要自信多多唱给我们听🥰每次都期待到流口水🤤，编的舞也是让我欲罢不能🥵，每次无法自拔，一定要照顾好自己啊，让我们在最美好的时刻相遇😍,吉林,Mon Nov 14 21:26:16 +0800 2022,108,happiness
宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝好帅,湖南,Mon Nov 14 21:23:49 +0800 2022,89,surprise
我好想你啊大帅哥丁程鑫😘😘宝贝现在真的太瘦啦好心疼啊😭😭多吃饭多吃肉也要多吃蔬菜哦😘😘爱你爱你爱你爱你爱你爱你爱你爱你爱你啊宝贝🥰🥰,河南,Mon Nov 14 21:25:14 +0800 2022,74,like
我好想你啊大帅哥丁程鑫😘😘宝贝现在真的太瘦啦好心疼啊😭😭多吃饭多吃肉也要多吃蔬菜哦😘😘想你想你想你想你想你爱你爱你爱你爱你爱你爱你爱你爱你爱你啊宝贝🥰🥰,河南,Mon Nov 14 21:25:09 +0800 2022,71,like
你有点帅小伙,广东,Mon Nov 14 21:24:07 +0800 2022,72,like
宝贝你来啦，我想看新一期鑫世界，今天才发现原来鑫世界第一期是7.31，刚好微博粉丝破2240万，呜呜呜，我真的很爱有很多小细节的你，这种暗搓搓的表达方式真的好令人感动，程程宝贝你怎么这么好😭😭,广东,Mon Nov 14 21:24:47 +0800 2022,64,like
宝宝来啦！！,上海,Mon Nov 14 21:23:59 +0800 2022,60,surprise
嗨喽啊程程，还以为你立冬不来了等了一晚上了还以为会发图，在最后几分钟又出来了最爱的视频，靠近的时候好帅！被打翻的颜料和拼图,山东,Mon Nov 14 21:24:58 +0800 2022,51,anger
小宝,河南,Mon Nov 14 21:24:03 +0800 2022,52,surprise
丁哥天天开心呀,辽宁,Mon Nov 14 21:24:03 +0800 2022,47,happiness
哥哥晚上好,山东,Mon Nov 14 21:23:53 +0800 2022,42,happiness
我这运气没谁了刚打开微博就是,湖南,Mon Nov 14 21:24:07 +0800 2022,54,anger
俺是农村嘞，村里人说俺精细，以前没钱配不上你。现在庄稼收了，我准备带两头老母猪去恁家上礼。恁看中不中？俺可稀军你，就给那风儿，吹过俺家地头。地里老红薯都知道俺喜欢你。真嘞!恁看见喽给俺回个话。嫁给俺保证绝对不让你受委屈。谁欺负你我给他拼命！宝，俺没有文化，但是俺可喜欢你,河南,Mon Nov 14 21:23:48 +0800 2022,39,disgust
宝宝注意保暖！！！！！,湖北,Mon Nov 14 21:24:02 +0800 2022,40,like
晚上好呀，我的丁宝来啦😍😍今天听了新歌，宝贝唱歌又进步了，你的努力我们都有看到，不过我也好怀念跳舞的程程，什么时候才能看到程程跳舞呢😭😭,广东,Mon Nov 14 21:24:41 +0800 2022,32,happiness
好帅,新疆,Mon Nov 14 21:23:52 +0800 2022,34,like
好帅好帅[干饭人],河南,Mon Nov 14 21:23:49 +0800 2022,32,like
宝贝，多吃点，太瘦了,河南,Mon Nov 14 21:27:13 +0800 2022,29,like
居家氛围感拉满了,江苏,Mon Nov 14 21:25:44 +0800 2022,27,happiness
晚上好呀，我的丁宝来啦😍😍今天听了新歌，宝贝唱歌又进步了，你的努力我们都有看到，不过我也好怀念跳舞的程程，什么时候才能看到程程跳舞呢😭😭,广东,Mon Nov 14 21:23:46 +0800 2022,22,happiness
宝贝你来啦，我想看新一期鑫世界，今天才发现原来鑫世界第一期是7.31，刚好微博粉丝破2240万，呜呜呜，我真的很爱有很多小细节的你，这种暗搓搓的表达方式真的好令人感动，程程宝贝你怎么这么好😭😭,广东,Mon Nov 14 21:23:37 +0800 2022,22,like
程程晚上好，最近我的生活过的很充实，白天去上班，近期也比较忙，有时候会忙到忘记停下来喝杯水，晚上下班回到家就刷刷微博看看你，然后刷题备考，这样感觉每天都过得很快呢。,广东,Mon Nov 14 21:24:29 +0800 2022,20,happiness
看了程程的纪录片，真的感觉你一路走来真的不容易，付出了多少别人不知道的努力，看到你说突然有一天有很多陌生人支持你，我就绷不住哭了，我没想到，作为陌生人的我，对你的支持在你看来是那么那么的重要，我想会一直一直一直在背后支持你的!,广东,Mon Nov 14 21:23:53 +0800 2022,21,disgust
怎么说就是帅！！,江西,Mon Nov 14 21:24:03 +0800 2022,16,surprise
好帅,辽宁,Mon Nov 14 21:23:55 +0800 2022,15,like
你来啦！,湖北,Mon Nov 14 21:24:06 +0800 2022,19,anger
宝宝想你啦,四川,Mon Nov 14 21:23:56 +0800 2022,12,sadness
宝宝,安徽,Mon Nov 14 21:26:15 +0800 2022,14,surprise
草……我的居家学长,江苏,Mon Nov 14 21:25:15 +0800 2022,15,surprise
我做旁边儿体验一下呗,北京,Mon Nov 14 21:24:20 +0800 2022,14,like
丁程鑫哥哥！！！好帅呀！！！,河南,Mon Nov 14 21:26:19 +0800 2022,13,like
嗨喽啊程程，还以为你立冬不来了等了一晚上了还以为会发图，在最后几分钟又出来了最爱的视频，靠近的时候好帅！被打翻的颜料和拼图好久没有看到啦,山东,Mon Nov 14 21:23:53 +0800 2022,11,anger
挺不错的,湖北,Mon Nov 14 21:23:52 +0800 2022,9,like
第一,河南,Mon Nov 14 21:23:51 +0800 2022,15,surprise
宝宝晚上好哦,山东,Mon Nov 14 21:23:49 +0800 2022,8,happiness
温暖是毛衣给的,福建,Mon Nov 14 21:23:48 +0800 2022,10,happiness
丁儿晚上好呀！,北京,Mon Nov 14 21:26:12 +0800 2022,9,happiness
爱情是你给的,江苏,Mon Nov 14 21:23:53 +0800 2022,8,like
怎么还在穿破洞裤？！,湖北,Mon Nov 14 21:23:43 +0800 2022,7,sadness
刚刚,河北,Mon Nov 14 21:23:33 +0800 2022,6,sadness
宝宝！！！！,北京,Mon Nov 14 21:23:49 +0800 2022,7,surprise
宝贝！！！,北京,Mon Nov 14 21:23:46 +0800 2022,7,like
宝贝好帅呀,福建,Mon Nov 14 21:25:04 +0800 2022,8,like
宝宝晚上好[開學季],中国台湾,Mon Nov 14 21:23:53 +0800 2022,3,happiness
晚上好啊丁哥,青海,Mon Nov 14 21:24:08 +0800 2022,4,happiness
你怎么这么软乎乎呀,浙江,Mon Nov 14 21:26:08 +0800 2022,4,anger
好漂亮啊,青海,Mon Nov 14 21:26:05 +0800 2022,5,like
丁哥,安徽,Mon Nov 14 21:23:46 +0800 2022,3,like
好帅的宝宝,山西,Mon Nov 14 21:23:42 +0800 2022,2,like
宝宝,四川,Mon Nov 14 21:27:36 +0800 2022,4,surprise
宝宝，穿秋裤！！！,江西,Mon Nov 14 21:27:03 +0800 2022,4,happiness
太帅了，帅到让人语无伦次了都,浙江,Mon Nov 14 21:26:46 +0800 2022,5,like
只要你在就有氛围感,广东,Mon Nov 14 21:26:09 +0800 2022,5,happiness
啊啊啊老公,福建,Mon Nov 14 21:25:14 +0800 2022,5,anger
你是谁,山东,Mon Nov 14 21:24:20 +0800 2022,5,anger
好帅,广东,Mon Nov 14 21:23:35 +0800 2022,1,like
我测 帅哥 你好 结婚,北京,Mon Nov 14 21:23:53 +0800 2022,2,like
怎么这么帅！！！！（怒吼）（变成猴子）（飞进原始森林）（荡树藤）（创飞路过吃香蕉的猴子）（荡树藤）（摘一个榴莲）（砸死猴王）（称霸猴群）（掌握热武器技术）（入侵人类）（称霸天下）（掌握空间折跃技术）（离开太阳系）,浙江,Mon Nov 14 21:23:49 +0800 2022,2,surprise
老公,河南,Mon Nov 14 21:23:48 +0800 2022,2,anger
帅哥,重庆,Mon Nov 14 21:24:03 +0800 2022,2,like
宝贝,黑龙江,Mon Nov 14 21:24:04 +0800 2022,3,like
老公老公,河北,Mon Nov 14 21:23:41 +0800 2022,2,anger
