评论,地区,日期,点赞,情绪
我好想你啊大帅哥丁程鑫😘😘宝贝现在真的太瘦啦好心疼啊😭😭多吃饭多吃肉也要多吃蔬菜哦😘😘想你想你想你想你想你爱你爱你爱你爱你爱你爱你爱你爱你爱你啊宝贝🥰🥰,河南,Mon Nov 14 21:25:20 +0800 2022,206,like
丁程鑫你好帅，帅的我哭天喊地😭😭🤩🤩宝贝开学照顾好自己，天气多变注意增减衣物，做好防护🥰🥰宝贝是不是可以考虑更新下鑫世界啦😉😉爱你呀程程宝贝😚😚,河南,Mon Nov 14 21:25:40 +0800 2022,152,happiness
程程大帅哥，哈喽又见面啦🥳最近有没有照顾好自己啊🥰为你花开满地，为你星河滚烫，最近使用了你分享的防晒妙招，我白了几个度🥳你的舞台永远那么让人惊艳😘，天生舞台王者，我要多夸夸你，你值得夸上天的彩虹屁😍,吉林,Mon Nov 14 21:26:06 +0800 2022,151,happiness
大帅哥丁程鑫，我爱你呀么么哒😘😘丁程鑫你怎么可以这样😭😭你怎么可以这么帅😭😭宝贝天天开心，照顾好自己呀🥰🥰多吃饭多吃肉也要多吃青菜哇🥳🥳爱你啊宝贝,河南,Mon Nov 14 21:25:32 +0800 2022,142,like
宝宝想你啦,美国,Mon Nov 14 21:24:12 +0800 2022,133,sadness
帅帅帅帅帅[干饭人][干饭人],广东,Mon Nov 14 21:23:57 +0800 2022,111,like
看了程程的纪录片，真的感觉你一路走来真的不容易，付出了多少别人不知道的努力，看到你说突然有一天有很多陌生人支持你，我就绷不住哭了，我没想到，作为陌生人的我，对你的支持在你看来是那么那么的重要，我想会一直一直一直在背后支持你的!,广东,Mon Nov 14 21:24:35 +0800 2022,110,disgust
乖乖，耶耶耶看见你开心🥳你的唱歌真的很棒，一定要自信多多唱给我们听🥰每次都期待到流口水🤤，编的舞也是让我欲罢不能🥵，每次无法自拔，一定要照顾好自己啊，让我们在最美好的时刻相遇😍,吉林,Mon Nov 14 21:26:16 +0800 2022,108,happiness
宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝宝好帅,湖南,Mon Nov 14 21:23:49 +0800 2022,89,surprise
我好想你啊大帅哥丁程鑫😘😘宝贝现在真的太瘦啦好心疼啊😭😭多吃饭多吃肉也要多吃蔬菜哦😘😘爱你爱你爱你爱你爱你爱你爱你爱你爱你啊宝贝🥰🥰,河南,Mon Nov 14 21:25:14 +0800 2022,74,like
我好想你啊大帅哥丁程鑫😘😘宝贝现在真的太瘦啦好心疼啊😭😭多吃饭多吃肉也要多吃蔬菜哦😘😘想你想你想你想你想你爱你爱你爱你爱你爱你爱你爱你爱你爱你啊宝贝🥰🥰,河南,Mon Nov 14 21:25:09 +0800 2022,71,like
你有点帅小伙,广东,Mon Nov 14 21:24:07 +0800 2022,72,like
宝贝你来啦，我想看新一期鑫世界，今天才发现原来鑫世界第一期是7.31，刚好微博粉丝破2240万，呜呜呜，我真的很爱有很多小细节的你，这种暗搓搓的表达方式真的好令人感动，程程宝贝你怎么这么好😭😭,广东,Mon Nov 14 21:24:47 +0800 2022,64,like
宝宝来啦！！,上海,Mon Nov 14 21:23:59 +0800 2022,60,surprise
嗨喽啊程程，还以为你立冬不来了等了一晚上了还以为会发图，在最后几分钟又出来了最爱的视频，靠近的时候好帅！被打翻的颜料和拼图,山东,Mon Nov 14 21:24:58 +0800 2022,51,anger
小宝,河南,Mon Nov 14 21:24:03 +0800 2022,52,surprise
丁哥天天开心呀,辽宁,Mon Nov 14 21:24:03 +0800 2022,47,happiness
哥哥晚上好,山东,Mon Nov 14 21:23:53 +0800 2022,42,happiness
我这运气没谁了刚打开微博就是,湖南,Mon Nov 14 21:24:07 +0800 2022,54,anger
俺是农村嘞，村里人说俺精细，以前没钱配不上你。现在庄稼收了，我准备带两头老母猪去恁家上礼。恁看中不中？俺可稀军你，就给那风儿，吹过俺家地头。地里老红薯都知道俺喜欢你。真嘞!恁看见喽给俺回个话。嫁给俺保证绝对不让你受委屈。谁欺负你我给他拼命！宝，俺没有文化，但是俺可喜欢你,河南,Mon Nov 14 21:23:48 +0800 2022,39,disgust
宝宝注意保暖！！！！！,湖北,Mon Nov 14 21:24:02 +0800 2022,40,like
晚上好呀，我的丁宝来啦😍😍今天听了新歌，宝贝唱歌又进步了，你的努力我们都有看到，不过我也好怀念跳舞的程程，什么时候才能看到程程跳舞呢😭😭,广东,Mon Nov 14 21:24:41 +0800 2022,32,happiness
好帅,新疆,Mon Nov 14 21:23:52 +0800 2022,34,like
好帅好帅[干饭人],河南,Mon Nov 14 21:23:49 +0800 2022,32,like
宝贝，多吃点，太瘦了,河南,Mon Nov 14 21:27:13 +0800 2022,29,like
居家氛围感拉满了,江苏,Mon Nov 14 21:25:44 +0800 2022,27,happiness
晚上好呀，我的丁宝来啦😍😍今天听了新歌，宝贝唱歌又进步了，你的努力我们都有看到，不过我也好怀念跳舞的程程，什么时候才能看到程程跳舞呢😭😭,广东,Mon Nov 14 21:23:46 +0800 2022,22,happiness
宝贝你来啦，我想看新一期鑫世界，今天才发现原来鑫世界第一期是7.31，刚好微博粉丝破2240万，呜呜呜，我真的很爱有很多小细节的你，这种暗搓搓的表达方式真的好令人感动，程程宝贝你怎么这么好😭😭,广东,Mon Nov 14 21:23:37 +0800 2022,22,like
程程晚上好，最近我的生活过的很充实，白天去上班，近期也比较忙，有时候会忙到忘记停下来喝杯水，晚上下班回到家就刷刷微博看看你，然后刷题备考，这样感觉每天都过得很快呢。,广东,Mon Nov 14 21:24:29 +0800 2022,20,happiness
看了程程的纪录片，真的感觉你一路走来真的不容易，付出了多少别人不知道的努力，看到你说突然有一天有很多陌生人支持你，我就绷不住哭了，我没想到，作为陌生人的我，对你的支持在你看来是那么那么的重要，我想会一直一直一直在背后支持你的!,广东,Mon Nov 14 21:23:53 +0800 2022,21,disgust
怎么说就是帅！！,江西,Mon Nov 14 21:24:03 +0800 2022,16,surprise
好帅,辽宁,Mon Nov 14 21:23:55 +0800 2022,15,like
你来啦！,湖北,Mon Nov 14 21:24:06 +0800 2022,19,anger
宝宝想你啦,四川,Mon Nov 14 21:23:56 +0800 2022,12,sadness
宝宝,安徽,Mon Nov 14 21:26:15 +0800 2022,14,surprise
草……我的居家学长,江苏,Mon Nov 14 21:25:15 +0800 2022,15,surprise
我做旁边儿体验一下呗,北京,Mon Nov 14 21:24:20 +0800 2022,14,like
丁程鑫哥哥！！！好帅呀！！！,河南,Mon Nov 14 21:26:19 +0800 2022,13,like
嗨喽啊程程，还以为你立冬不来了等了一晚上了还以为会发图，在最后几分钟又出来了最爱的视频，靠近的时候好帅！被打翻的颜料和拼图好久没有看到啦,山东,Mon Nov 14 21:23:53 +0800 2022,11,anger
挺不错的,湖北,Mon Nov 14 21:23:52 +0800 2022,9,like
第一,河南,Mon Nov 14 21:23:51 +0800 2022,15,surprise
宝宝晚上好哦,山东,Mon Nov 14 21:23:49 +0800 2022,8,happiness
温暖是毛衣给的,福建,Mon Nov 14 21:23:48 +0800 2022,10,happiness
丁儿晚上好呀！,北京,Mon Nov 14 21:26:12 +0800 2022,9,happiness
爱情是你给的,江苏,Mon Nov 14 21:23:53 +0800 2022,8,like
怎么还在穿破洞裤？！,湖北,Mon Nov 14 21:23:43 +0800 2022,7,sadness
刚刚,河北,Mon Nov 14 21:23:33 +0800 2022,6,sadness
宝宝！！！！,北京,Mon Nov 14 21:23:49 +0800 2022,7,surprise
宝贝！！！,北京,Mon Nov 14 21:23:46 +0800 2022,7,like
宝贝好帅呀,福建,Mon Nov 14 21:25:04 +0800 2022,8,like
宝宝晚上好[開學季],中国台湾,Mon Nov 14 21:23:53 +0800 2022,3,happiness
晚上好啊丁哥,青海,Mon Nov 14 21:24:08 +0800 2022,4,happiness
你怎么这么软乎乎呀,浙江,Mon Nov 14 21:26:08 +0800 2022,4,anger
好漂亮啊,青海,Mon Nov 14 21:26:05 +0800 2022,5,like
丁哥,安徽,Mon Nov 14 21:23:46 +0800 2022,3,like
好帅的宝宝,山西,Mon Nov 14 21:23:42 +0800 2022,2,like
宝宝,四川,Mon Nov 14 21:27:36 +0800 2022,4,surprise
宝宝，穿秋裤！！！,江西,Mon Nov 14 21:27:03 +0800 2022,4,happiness
太帅了，帅到让人语无伦次了都,浙江,Mon Nov 14 21:26:46 +0800 2022,5,like
只要你在就有氛围感,广东,Mon Nov 14 21:26:09 +0800 2022,5,happiness
啊啊啊老公,福建,Mon Nov 14 21:25:14 +0800 2022,5,anger
你是谁,山东,Mon Nov 14 21:24:20 +0800 2022,5,anger
好帅,广东,Mon Nov 14 21:23:35 +0800 2022,1,like
我测 帅哥 你好 结婚,北京,Mon Nov 14 21:23:53 +0800 2022,2,like
怎么这么帅！！！！（怒吼）（变成猴子）（飞进原始森林）（荡树藤）（创飞路过吃香蕉的猴子）（荡树藤）（摘一个榴莲）（砸死猴王）（称霸猴群）（掌握热武器技术）（入侵人类）（称霸天下）（掌握空间折跃技术）（离开太阳系）,浙江,Mon Nov 14 21:23:49 +0800 2022,2,surprise
老公,河南,Mon Nov 14 21:23:48 +0800 2022,2,anger
帅哥,重庆,Mon Nov 14 21:24:03 +0800 2022,2,like
宝贝,黑龙江,Mon Nov 14 21:24:04 +0800 2022,3,like
老公老公,河北,Mon Nov 14 21:23:41 +0800 2022,2,anger
哇好想,山东,Mon Nov 14 21:23:34 +0800 2022,2,like
哇哦，帅哥,河南,Mon Nov 14 21:23:32 +0800 2022,2,like
好帅啊,黑龙江,Mon Nov 14 21:30:34 +0800 2022,2,like
好帅啊我抄,天津,Mon Nov 14 21:26:39 +0800 2022,2,happiness
老公好帅,陕西,Mon Nov 14 21:26:25 +0800 2022,2,like
好帅,安徽,Mon Nov 14 21:26:23 +0800 2022,2,like
宝贝  晚上好!,辽宁,Mon Nov 14 21:26:20 +0800 2022,2,happiness
宝贝你来了,广东,Mon Nov 14 21:26:14 +0800 2022,2,like
宝贝,福建,Mon Nov 14 21:26:13 +0800 2022,2,like
宝宝我亲亲！[干饭人],黑龙江,Mon Nov 14 21:24:51 +0800 2022,2,anger
你！怎！么！芥！末！帅！,山东,Mon Nov 14 21:24:43 +0800 2022,2,surprise
好帅啊！,河北,Mon Nov 14 21:24:05 +0800 2022,2,like
你也太好看了吧 md,陕西,Mon Nov 14 22:27:16 +0800 2022,2,disgust
丁哥晚上好呀,江苏,Mon Nov 14 21:26:52 +0800 2022,2,happiness
宝宝好帅呀,贵州,Mon Nov 14 21:26:13 +0800 2022,2,like
老公好帅好帅,新疆,Mon Nov 14 21:25:21 +0800 2022,2,like
老公你好 今天周一开心吗？,云南,Mon Nov 14 21:24:08 +0800 2022,1,happiness
！哥哥,中国香港,Mon Nov 14 21:24:06 +0800 2022,1,sadness
晚上好,河北,Mon Nov 14 21:24:04 +0800 2022,1,happiness
啊啊啊啊 宝贝,山东,Mon Nov 14 21:24:03 +0800 2022,1,like
天哪天哪,江苏,Mon Nov 14 21:24:02 +0800 2022,1,anger
怎么可以这么帅！？天冷多穿点！！！,浙江,Mon Nov 14 21:23:56 +0800 2022,1,surprise
真帅呀,湖北,Mon Nov 14 21:23:54 +0800 2022,1,like
呜呜呜呜呜呜呜呜呜呜呜,河南,Mon Nov 14 21:23:51 +0800 2022,1,sadness
帅气宝宝,江苏,Mon Nov 14 21:23:47 +0800 2022,1,like
好帅气的丁哥！！,北京,Mon Nov 14 21:23:46 +0800 2022,1,like
宝贝好帅,广西,Tue Nov 15 04:34:58 +0800 2022,6,like
脸蛋天才,北京,Mon Nov 14 21:34:24 +0800 2022,2,anger
我对你的爱已分化为日子和书信，钟点和诗句。,浙江,Tue Nov 15 15:34:38 +0800 2022,1,sadness
爱留给心所系的人，温暖赠给四方，那辽阔的自由赏给灵魂独享。  ,浙江,Tue Nov 15 15:34:34 +0800 2022,1,like
少年的骄傲应该更轻松、更明亮，最好是眼睛看得见的、闪闪发光的东西。,浙江,Tue Nov 15 15:34:30 +0800 2022,1,like
一个人的时候储存浪漫，好在见面时都馈赠给你。,浙江,Tue Nov 15 15:34:27 +0800 2022,1,happiness
这温吞世俗人间烟火，只有你是我的江河湖泊。,浙江,Tue Nov 15 15:34:23 +0800 2022,1,sadness
宝贝,山东,Tue Nov 15 15:31:24 +0800 2022,1,like
好帅bb好想你,广东,Tue Nov 15 15:25:52 +0800 2022,1,like
宝贝,河南,Tue Nov 15 15:23:45 +0800 2022,1,like
是你给的 是你帅气的脸蛋给的！,广东,Tue Nov 15 14:52:53 +0800 2022,1,anger
明明是你自带氛围感,河北,Tue Nov 15 14:22:48 +0800 2022,1,happiness
丁丁哥哥早上好,辽宁,Tue Nov 15 14:18:57 +0800 2022,1,like
宝宝,广东,Tue Nov 15 13:52:43 +0800 2022,1,surprise
小小丁哥,新疆,Tue Nov 15 13:39:00 +0800 2022,1,like
真帅,湖南,Tue Nov 15 13:27:26 +0800 2022,1,like
宝宝是不是染绿了,广东,Tue Nov 15 12:44:16 +0800 2022,1,anger
宝宝好帅,安徽,Tue Nov 15 12:38:14 +0800 2022,1,like
被你的脸治愈了,重庆,Tue Nov 15 12:29:33 +0800 2022,1,anger
明明是宝贝自带氛围感的！ ！,福建,Tue Nov 15 12:20:36 +0800 2022,1,happiness
程程好久不见,辽宁,Tue Nov 15 11:50:42 +0800 2022,1,disgust
氛围感明明是丁程鑫给的[我喜欢],山东,Tue Nov 15 11:14:13 +0800 2022,1,like
中午好啊丁哥,浙江,Tue Nov 15 11:09:26 +0800 2022,1,like
中午好,山东,Tue Nov 15 11:07:31 +0800 2022,1,like
这下颌线,河北,Tue Nov 15 10:53:05 +0800 2022,1,surprise
早上好,江西,Tue Nov 15 10:04:29 +0800 2022,1,happiness
是你高挺的鼻梁给的,北京,Tue Nov 15 09:43:59 +0800 2022,1,like
啊啊啊啊啊早上好,上海,Tue Nov 15 09:29:40 +0800 2022,1,happiness
早安,广东,Tue Nov 15 09:03:45 +0800 2022,1,happiness
早早早宝贝,北京,Tue Nov 15 09:01:55 +0800 2022,1,happiness
丁哥早上好,福建,Tue Nov 15 08:49:55 +0800 2022,1,happiness
老公你怎么这么帅,四川,Tue Nov 15 08:32:55 +0800 2022,1,like
早安宝贝,北京,Tue Nov 15 08:16:55 +0800 2022,1,happiness
阿程该穿袄子了，不要穿破洞裤了啦,四川,Tue Nov 15 08:13:11 +0800 2022,1,sadness
宝贝早上好👋,重庆,Tue Nov 15 08:11:19 +0800 2022,1,happiness
宝贝早上好,云南,Tue Nov 15 08:08:48 +0800 2022,1,like
恋爱感是你给的,辽宁,Tue Nov 15 08:08:30 +0800 2022,1,like
宝宝怎么这么漂亮啊,山东,Tue Nov 15 07:55:25 +0800 2022,1,surprise
放心吧，新的丁程鑫，梦想也不会变旧。 ,辽宁,Tue Nov 15 07:51:17 +0800 2022,1,like
ᵀʰᵒˢᵉ ʷʰᵒ ˢʰᵒᵘˡᵈ ᵐᵉᵉᵗ ʷⁱˡˡ ᵐᵉᵉᵗ ᵒⁿᵉ ᵈᵃʸ. 该相见的人总有一天会相见的。  ,辽宁,Tue Nov 15 07:46:54 +0800 2022,1,anger
宝宝好帅啊,马来西亚,Tue Nov 15 07:31:19 +0800 2022,1,like
啊啊啊大帅锅,湖北,Tue Nov 15 07:26:39 +0800 2022,1,like
宝贝早上好,浙江,Tue Nov 15 07:14:37 +0800 2022,1,like
宝宝好帅,重庆,Tue Nov 15 07:13:09 +0800 2022,1,like
早安丁哥,河南,Tue Nov 15 07:07:18 +0800 2022,1,happiness
哇哦,江西,Tue Nov 15 06:54:26 +0800 2022,1,happiness
宝贝好啊！,浙江,Tue Nov 15 06:48:08 +0800 2022,1,happiness
谁的老公这么帅呀,江苏,Tue Nov 15 06:35:48 +0800 2022,1,like
什么呀 氛围感帅哥自带,江苏,Tue Nov 15 06:10:40 +0800 2022,1,happiness
别以为我不知道，这氛围感明明就是你自带的,江苏,Tue Nov 15 06:09:02 +0800 2022,1,sadness
宝贝晚安,四川,Tue Nov 15 02:48:54 +0800 2022,1,happiness
可能你长的帅吧,四川,Tue Nov 15 02:37:36 +0800 2022,1,like
我的天啊，我的宝怎么能那么那么好看,广东,Tue Nov 15 01:22:29 +0800 2022,1,sadness
啊啊啊啊宝贝宝贝宝贝,广东,Tue Nov 15 01:17:51 +0800 2022,1,like
今日的好心情是甜鑫儿给的！🥰🥰,海南,Tue Nov 15 00:58:10 +0800 2022,1,happiness
好梦,重庆,Tue Nov 15 00:56:10 +0800 2022,1,fear
晚安宝宝,重庆,Tue Nov 15 00:56:06 +0800 2022,1,happiness
丁丁,浙江,Tue Nov 15 00:53:55 +0800 2022,1,like
宝贝,安徽,Tue Nov 15 00:37:04 +0800 2022,1,like
宝贝晚安,云南,Tue Nov 15 00:37:03 +0800 2022,1,happiness
丁程鑫晚安,河北,Tue Nov 15 00:19:47 +0800 2022,2,like
丁程鑫,河北,Tue Nov 15 00:19:27 +0800 2022,2,like
【11.15,江苏,Tue Nov 15 00:18:16 +0800 2022,2,anger
晚安💤好梦,广东,Tue Nov 15 00:14:57 +0800 2022,1,happiness
啊啊啊宝宝,江西,Tue Nov 15 00:14:48 +0800 2022,1,surprise
啊啊啊，丁哥好帅！！,湖南,Tue Nov 15 00:04:17 +0800 2022,1,like
不！氛围感是帅哥自带的,广东,Tue Nov 15 00:01:20 +0800 2022,1,happiness
不浪费每一次妆发,广东,Tue Nov 15 00:00:17 +0800 2022,1,anger
啊啊啊啊啊啊老公，我刚刚结束网课，本来很累的，看到你有满血复活，还可以继续写作业,重庆,Mon Nov 14 23:58:34 +0800 2022,1,sadness
帅哥,吉林,Mon Nov 14 23:58:30 +0800 2022,1,like
最近忙工作，忙着赚💰生活,广东,Mon Nov 14 23:58:10 +0800 2022,1,happiness
阿程,江苏,Mon Nov 14 23:55:48 +0800 2022,1,surprise
晚安,浙江,Mon Nov 14 23:55:32 +0800 2022,1,happiness
是脸蛋给的！,广东,Mon Nov 14 23:50:50 +0800 2022,1,anger
宝贝,河南,Mon Nov 14 23:50:45 +0800 2022,1,like
哥哥怎么又帅了,江苏,Mon Nov 14 23:50:32 +0800 2022,1,surprise
宝宝多发图，我爱看！,北京,Mon Nov 14 23:50:20 +0800 2022,1,like
晚安宝贝,四川,Mon Nov 14 23:44:22 +0800 2022,1,happiness
破洞裤里穿秋裤了吗,黑龙江,Mon Nov 14 23:41:16 +0800 2022,1,sadness
哇哇哇大帅哥,四川,Mon Nov 14 23:41:09 +0800 2022,1,like
丁哥！,广东,Mon Nov 14 23:34:45 +0800 2022,1,like
老公是脸蛋天才吧,辽宁,Mon Nov 14 23:34:28 +0800 2022,1,anger
我怎么感觉氛围感是你自己给的,广东,Mon Nov 14 23:32:19 +0800 2022,1,sadness
么么么,安徽,Mon Nov 14 23:25:54 +0800 2022,1,disgust
是程宝自己给的,四川,Mon Nov 14 23:25:14 +0800 2022,1,anger
丁哥好帅,浙江,Mon Nov 14 23:18:41 +0800 2022,1,like
啊啊啊啊啊,福建,Mon Nov 14 23:18:40 +0800 2022,1,anger
暖暖的感觉,黑龙江,Mon Nov 14 23:14:08 +0800 2022,1,happiness
沙发还能塞下我,广东,Mon Nov 14 23:12:41 +0800 2022,1,sadness
练手中,广东,Mon Nov 14 23:12:07 +0800 2022,1,surprise
啊啊啊啊啊啊啊啊啊,陕西,Mon Nov 14 23:11:18 +0800 2022,1,anger
穿秋裤,河南,Mon Nov 14 23:11:12 +0800 2022,1,happiness
好帅呀宝贝,江西,Mon Nov 14 23:10:46 +0800 2022,1,like
我的鑫鑫宝贝,广东,Mon Nov 14 23:10:22 +0800 2022,1,like
这么帅的阿程可以当我对象吗,海南,Mon Nov 14 23:07:03 +0800 2022,1,surprise
还有你！,北京,Mon Nov 14 23:03:40 +0800 2022,1,anger
宝宝是不是染发了！,福建,Mon Nov 14 23:03:08 +0800 2022,1,anger
要不你挪挪位儿 我去你旁边坐一下 不然我不承认沙发有氛围感,湖北,Mon Nov 14 23:01:19 +0800 2022,1,happiness
是你给的,广东,Mon Nov 14 22:57:24 +0800 2022,1,anger
宝宝,广东,Mon Nov 14 22:57:13 +0800 2022,1,surprise
是你的给的,辽宁,Mon Nov 14 22:53:37 +0800 2022,1,anger
宝帅帅,山西,Mon Nov 14 22:51:01 +0800 2022,1,like
宝贝好好看,辽宁,Mon Nov 14 22:50:55 +0800 2022,1,like
鑫鑫宝贝好呀！很开心看见你的纪录片！我们都在自己的领域好好努力！听见你说“别人不喜欢就不喜欢吧。”这句话的时候，我想和我的小朋友说，你永远是我最爱的小朋友，我们不会在意别人的眼光，大步向前吧,浙江,Mon Nov 14 22:50:45 +0800 2022,1,happiness
宝贝,广西,Mon Nov 14 22:50:37 +0800 2022,1,like
哥，就想问一句你冷不冷，穿厚一点呀，这是冬天呀，不希望你生病,新疆,Mon Nov 14 22:49:00 +0800 2022,1,sadness
丁宝,天津,Mon Nov 14 22:48:35 +0800 2022,1,like
老公,贵州,Mon Nov 14 22:45:57 +0800 2022,1,anger
你的帅是客观存在的🤩,湖南,Mon Nov 14 22:43:30 +0800 2022,1,like
帅帅哒,河北,Mon Nov 14 22:41:56 +0800 2022,1,like
丁程鑫你帅到我了,四川,Mon Nov 14 22:41:45 +0800 2022,1,like
哎哟妹崽怎么还穿破洞裤呀，好漂亮哟崽崽,重庆,Mon Nov 14 22:40:29 +0800 2022,1,happiness
鑫鑫,甘肃,Mon Nov 14 22:39:50 +0800 2022,1,disgust
啊啊啊啊啊啊宝贝,福建,Mon Nov 14 22:39:43 +0800 2022,1,like
老公,江西,Mon Nov 14 22:38:13 +0800 2022,1,anger
主要还是我们丁宝帅气,湖南,Mon Nov 14 22:38:08 +0800 2022,1,like
还穿破洞裤?天气不冷吗（但还是好帅!!!!,福建,Mon Nov 14 22:38:06 +0800 2022,1,sadness
帅气宝宝,江苏,Mon Nov 14 22:37:26 +0800 2022,1,like
宝贝晚上好啊！,山东,Mon Nov 14 22:33:23 +0800 2022,1,happiness
氛围感是与生俱来的！！！,江苏,Mon Nov 14 22:32:08 +0800 2022,1,happiness
哇哇哇哇哇哇哇哇哇哇哇,天津,Mon Nov 14 22:29:54 +0800 2022,1,happiness
你长得就有氛围感 沙发只是辅助作用,山东,Mon Nov 14 22:29:21 +0800 2022,1,disgust
晚上好,北京,Mon Nov 14 22:28:05 +0800 2022,2,happiness
晚安丁哥,内蒙古,Mon Nov 14 22:28:00 +0800 2022,2,happiness
晚上好  丁哥,河北,Mon Nov 14 22:27:50 +0800 2022,2,happiness
‎眼里是你，心里也是你，后来我的眼里就有了星星⭐⭐⭐⭐,广西,Mon Nov 14 22:27:47 +0800 2022,2,like
